station code,Station name,Type of water body,srcYear,srcStateName,Minimum temperature of water,Maximum temperature of water,Minimum dissolved oxygen.,Maximum dissolved oxygen.,Minimum potential of Hydrogen(Ph) values.,Maximum potential of Hydrogen(Ph) values.,Minimum conductivity required for water quality,Maximum conductivity required for water quality,Minimum biochemical oxygen demand (BOD) required for water quality,Maximum biochemical oxygen demand (BOD) required for water quality,Minimum  of Nitrate N + Nitrite N required,Maximum  of Nitrate N + Nitrite N required,Minimum  of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Maximum   of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Minimum coliform required for different water bodies,Maximum coliform required for different water bodies,YearCode,Year
1348,"WARDLAKEATSHILONGEAST,KHASIHILLDT.",,2012,MEGHALAYA,14,25,5,10.6,6.7,7.7,136,295,5.3,10,0.57,10.75,1400,3400,2700,4400,2012,"Calendar Year (Jan - Dec), 2012"
3348,UMIAMLAKENRUNITEDCHRISTIANCOLLEGE,,2012,MEGHALAYA,16,28,6.4,8.2,7,7.6,70,115,5.5,8.8,0.47,8.77,1000,2300,2000,3600,2012,"Calendar Year (Jan - Dec), 2012"
3347,UMIAMLAKEMIDDLEPOINT,,2012,MEGHALAYA,17,27,6,8.5,7,7.3,80,122,5.8,9.4,0.4,10.4,1100,4200,2300,5000,2012,"Calendar Year (Jan - Dec), 2012"
3346,UMIAMLAKEATOUTFALLOFUMIAMRIVER,,2012,MEGHALAYA,14,29,4.6,6.6,7,7.3,125,265,6.5,10.2,0.43,18.8,2100,4400,3300,5500,2012,"Calendar Year (Jan - Dec), 2012"
1347,UMIAMLAKEATBARAPANI,,2012,MEGHALAYA,17,28,5.4,8.1,6.9,7.4,105,275,5.8,10.8,0.46,12.04,1300,3800,2600,4800,2012,"Calendar Year (Jan - Dec), 2012"
2848,"PONDATKAKWABAZAR,IMPHALWEST",,2012,MANIPUR,27,30,0.6,9.1,6.7,8.1,305,522,7,12,,,,,45,110,2012,"Calendar Year (Jan - Dec), 2012"
2847,"PONDATMAIBAMLOKPACHING,IMPHALWEST",,2012,MANIPUR,28,30,6.5,10.6,6.8,8.6,74,157,0.7,2.6,,,,,10,55,2012,"Calendar Year (Jan - Dec), 2012"
2846,"PONDATMOIDANGPOK,IMPHALWEST",,2012,MANIPUR,29,30,8.2,10.3,7.4,8.2,66,125,0.4,4.4,,,,,15,50,2012,"Calendar Year (Jan - Dec), 2012"
2845,"PONDATNGAIRANGBAM,IMPHALWEST",,2012,MANIPUR,29,30,8,10.7,7.4,7.9,65,125,0.2,3.4,,,,,15,30,2012,"Calendar Year (Jan - Dec), 2012"
2844,LILONGPUKHURIATIMPHALWEST,,2012,MANIPUR,29,30,4.5,12.8,6.9,8.7,280,504,2.6,12.8,,,,,15,90,2012,"Calendar Year (Jan - Dec), 2012"
2843,"PONDATLALAMBUNG,IMPHALWEST",,2012,MANIPUR,27,32,5.6,10.8,6.9,8.4,218,513,3.5,8,,,,,20,65,2012,"Calendar Year (Jan - Dec), 2012"
2842,LANGMEIDONGPUKHURIATTHOUBAL,,2012,MANIPUR,28,32,4.9,9.7,7.2,8,115,212,1.8,2.6,,,,,10,35,2012,"Calendar Year (Jan - Dec), 2012"
2841,HIRANMEIPUKHURIATTHOUBAL,,2012,MANIPUR,28,33,3.8,11.4,7,7.9,174,271,2.2,5.7,,,,,10,45,2012,"Calendar Year (Jan - Dec), 2012"
2840,"LAMJAOPUKHURIATACHOUBA,THOUBAL",,2012,MANIPUR,27,33,7.9,11,7,8,114,238,0.2,4.2,,,,,10,55,2012,"Calendar Year (Jan - Dec), 2012"
2839,"PUKHRIATLANGMEIDONG,DISTT.THOUBAL",,2012,MANIPUR,28,33,7.9,10.1,6.8,7.9,115,262,1.7,9.9,,,,,5,35,2012,"Calendar Year (Jan - Dec), 2012"
2837,"PUMLENLAKEATTOKPACHING,THOUBAL",,2012,MANIPUR,27,30,4.6,9.1,6.7,7.8,99,327,1.5,4.8,,,,,20,50,2012,"Calendar Year (Jan - Dec), 2012"
1630,"KARANG,ISLAND(LOKTAKLAKE)",,2012,MANIPUR,28,31,6.1,9.7,6.8,7.7,77,193,0.5,4.9,,,,,25,45,2012,"Calendar Year (Jan - Dec), 2012"
1629,SENDRA(LOKTAKLAKE),,2012,MANIPUR,28,30,9.1,10.1,6.8,8,67,135,1.4,4.3,,,,,5,55,2012,"Calendar Year (Jan - Dec), 2012"
1426,LOKTAKLAKEATBISHNUPUR,,2012,MANIPUR,27,30,7.3,10.1,7,7.3,75,172,1,8.7,,,,,15,85,2012,"Calendar Year (Jan - Dec), 2012"
1425,LOKTAKLAKEATTHANA,,2012,MANIPUR,28,30,6.1,9.1,7.2,7.8,33,174,0.1,4.7,,,,,25,60,2012,"Calendar Year (Jan - Dec), 2012"
1532,"*GOYSAGARTANK,SIBSAGAR",,2012,ASSAM,18,28,5.3,7.2,6.3,7,20,20,2,2.8,0.1,0.19,0,0,700,1400,2012,"Calendar Year (Jan - Dec), 2012"
2228,GALABEELATDERGAON,,2012,ASSAM,24,36,4,7,6.6,7.2,56,214,1.6,3.8,0.1,0.28,0,0,730,910,2012,"Calendar Year (Jan - Dec), 2012"
2226,SIVASAGARTANK(BORPUKHURI)NRSIVADOL,,2012,ASSAM,19,29,4.8,6.6,6.1,7.1,20,23,2.1,3.6,0.1,0.15,0,300,300,2100,2012,"Calendar Year (Jan - Dec), 2012"
2225,"BASKANDIPONDINSIDETHEBASKANDIMADRASA,BASKANDI",,2012,ASSAM,8,17,6.1,7.3,6.9,7.6,81,254,1.2,5,0.11,0.69,0,910,0,2100,2012,"Calendar Year (Jan - Dec), 2012"
2224,RAJAPUKHURIATGAURIPUR,,2012,ASSAM,21,31,5.2,6.8,7,8,69,79,5.7,13.6,0.12,0.19,0,0,300,1100,2012,"Calendar Year (Jan - Dec), 2012"
2223,MAHAMAYAMANDIRPUKHURI,,2012,ASSAM,20,30,4.8,6.8,7,7.5,64,131,3.2,6.1,0.1,0.58,0,360,360,910,2012,"Calendar Year (Jan - Dec), 2012"
2222,RAJADINIAPUKHURIATABHAYAPURI,,2012,ASSAM,19,30,5.4,6.8,6.9,8.2,20,120,1.4,11.8,0,0.17,0,360,360,930,2012,"Calendar Year (Jan - Dec), 2012"
2221,"GANGAPUKHURI,NALBARI",,2012,ASSAM,22,32,4.9,8,6.7,7.3,37,62,2.1,7.4,0.1,0.28,0,360,360,1500,2012,"Calendar Year (Jan - Dec), 2012"
2220,"CHANDDUBIBEEL,CHANDDUBI",,2012,ASSAM,20,32,6.7,7.9,6.2,7.5,23,47,1.2,4.2,0.1,0.15,0,0,300,2100,2012,"Calendar Year (Jan - Dec), 2012"
2219,"BISHNUPUSKARPUKHURIOFHAYAGRIBMADHABTEMPLE,HAJO",,2012,ASSAM,22,30,5.3,8.5,7.2,8.5,101,311,0.5,10.2,0.1,0.27,0,360,300,1500,2012,"Calendar Year (Jan - Dec), 2012"
2218,"DEEPARBEELATBORAGAONNRIASST,GUWAHATI",,2012,ASSAM,23,30,1,7.3,6.7,7.4,181,439,3.2,7.6,0.1,0.27,0,360,730,2800,2012,"Calendar Year (Jan - Dec), 2012"
2217,"SUBHAGYAKUNDAPONDKAMAKHYATEMPLE,GUWAHATI",,2012,ASSAM,5,25,3.8,26,6.7,7.2,325,492,4,8.8,0.11,1.4,360,2100,1100,2800,2012,"Calendar Year (Jan - Dec), 2012"
2216,"DIGHALIPUKHURI,GUWAHATI",,2012,ASSAM,20,31,5.4,14.4,6.7,9,136,245,7.6,14.4,0.13,1.71,0,720,0,1500,2012,"Calendar Year (Jan - Dec), 2012"
2215,SARANBEEL,,2012,ASSAM,22,36,4.9,7.9,6.4,7.9,67,256,1.6,4.3,0.12,0.2,0,300,360,1500,2012,"Calendar Year (Jan - Dec), 2012"
2214,"BOTODRIVASATRAPOND,NAGAON",,2012,ASSAM,22,30,6.9,7.8,6.4,7.2,20,33,3,3.8,0.1,0.21,0,0,360,910,2012,"Calendar Year (Jan - Dec), 2012"
2213,"JAIPALPUKHURI,SIPAJHAR",,2012,ASSAM,17,29,7.8,8.6,6.3,7.4,20,27,4,8,0.1,0.21,0,0,300,1500,2012,"Calendar Year (Jan - Dec), 2012"
2212,"GOPHURTANK,GOPHUR",,2012,ASSAM,20,26,8,8.6,6.7,7.2,94,146,2.2,9,0.14,1.5,0,0,300,1100,2012,"Calendar Year (Jan - Dec), 2012"
2211,"PADUMPUKHURI,TEZPUR",,2012,ASSAM,18,27,8.9,10,7.2,8.5,215,332,2.6,14.6,0.21,0.8,0,300,0,730,2012,"Calendar Year (Jan - Dec), 2012"
2210,"RAJMAWPUKHURI,JORHAT",,2012,ASSAM,18,29,4.7,7.6,6.7,7.4,68,88,1.2,6.8,0.1,0.1,0,300,700,1100,2012,"Calendar Year (Jan - Dec), 2012"
2209,"GAURISAGARTANK,GAURISAGAR",,2012,ASSAM,19,27,5.6,7.4,6.3,7.2,20,21,1.8,4.8,0.1,0.18,0,0,360,910,2012,"Calendar Year (Jan - Dec), 2012"
2208,"BORPUKHURI,NAZIRA",,2012,ASSAM,18,28,5.5,6.7,6.7,7.4,22,40,1.2,5.6,0.1,0.29,0,0,300,1100,2012,"Calendar Year (Jan - Dec), 2012"
2207,BORBEELATJAKAI.,,2012,ASSAM,17,28,5.5,7.7,6.4,6.6,84,125,3.5,4.8,0.1,0.45,0,360,360,910,2012,"Calendar Year (Jan - Dec), 2012"
1263,ELANGABEELSYSTEMPOND(R.KOLANG),,2012,ASSAM,28,38,0,5.2,8.5,12,1016,4510,14.6,25,0.11,1.65,0,0,0,910,2012,"Calendar Year (Jan - Dec), 2012"
2206,DALONIBEELNEARJOGIGHOPA,,2012,ASSAM,19,29,5.8,6.4,6.5,8.2,71,295,3.6,6.8,0.14,0.5,0,360,300,2100,2012,"Calendar Year (Jan - Dec), 2012"
2205,MERBEELATMADHABPUR,,2012,ASSAM,18,29,4,9.6,6.2,7,83,105,3.6,5.6,0.1,0.4,0,0,360,1500,2012,"Calendar Year (Jan - Dec), 2012"
1788,"SAROONAGAR,RANGAREDDY",,2012,ANDHRAPRADESH,24,30,1.1,5.1,7.1,8.2,1111,1965,25,82,0,45.8,170,350,736,1640,2012,"Calendar Year (Jan - Dec), 2012"
3437,BHEEMTALLAKE,,2012,UTTARAKHAND,11,20,6.4,7.8,7.8,8.4,180,220,1.6,3,,,,,,,2012,"Calendar Year (Jan - Dec), 2012"
1362,NAINILAKEATNAINITAL(WATERINTAKEPOINT),,2012,UTTARAKHAND,9,18,6,8.4,7.1,8,310,510,1.4,2.6,,,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2501,"LAXMIPOND,JHANSI",,2012,UTTARPRADESH,18,31,0,2.1,7.3,7.7,946,1389,36,38,,,13000,21000,43000,92000,2012,"Calendar Year (Jan - Dec), 2012"
2500,"MAAHILPOND,URAI,JALAUN",,2012,UTTARPRADESH,2,31,0,7.8,0,9.2,0,2560,0,31,,,0,14000,0,54000,2012,"Calendar Year (Jan - Dec), 2012"
2499,"SAMARPURJHEEL,RAEBARELI",,2012,UTTARPRADESH,20,29,5,8.5,8.1,8.5,432,571,4.1,4.7,1,1.32,4300,7000,7900,8900,2012,"Calendar Year (Jan - Dec), 2012"
1364,RAMGARHLAKE,,2012,UTTARPRADESH,14,31,7.9,8.8,8.1,8.8,602,704,4.8,6.2,1.06,3.84,240,440,400,760,2012,"Calendar Year (Jan - Dec), 2012"
1382,HARIKELAKED/SFROMCANAL,,2012,PUNJAB,12,22,5.2,7,6.9,7.5,220,396,1.2,2.5,2.6,3.9,90,260,400,5000,2012,"Calendar Year (Jan - Dec), 2012"
3262,"DALLAKEATNIGEEN,WATERINTAKEPTOFPOKHRIBALWATERTREATMENTPLANT",,2012,JAMMU&KASHMIR,6,25,5,8.8,7.5,8.2,105,337,1,4,0.22,0.74,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2741,POINTOFDISCHARGEOFWASTEWATERFROMDIFFERENTESTABLISHMENTS,,2012,JAMMU&KASHMIR,15,26,6,7.8,8.2,9.1,128,187,14,32,0.44,1.41,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2740,MIDPOINT(SURINSARLAKE),,2012,JAMMU&KASHMIR,15,26,6.4,8.5,8.2,8.5,129,184,20,29,0.31,1.48,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2739,POINTOFDISCHARGEOFWASTEWATERFROMDIFFERENTESTABLISHMENTSNEARNAGTEMPLE,,2012,JAMMU&KASHMIR,14,27,6,8.7,7.1,7.4,130,236,3.4,10,0.35,0.66,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2738,MIDPOINT(MANSARLAKE),,2012,JAMMU&KASHMIR,14,27,7.4,9.4,7.2,8.2,134,281,2.6,12.4,0,0.71,,,,,2012,"Calendar Year (Jan - Dec), 2012"
1309,DALLAKEATSRINAGAR,,2012,JAMMU&KASHMIR,6,20,5,7.5,7.3,7.9,135,380,1,4,0.34,3.26,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2649,RIWALSARLAKE,,2012,HIMACHALPRADESH,9,26,1,4.1,7.1,8.6,1,406,1.6,305,0.78,3.6,1600,2400,2400,2400,2012,"Calendar Year (Jan - Dec), 2012"
1429,"RENUKALAKE,35KMFROMPATNASAHIBNORTH",,2012,HIMACHALPRADESH,12,28,4.8,8,6.7,8.1,201,637,1.4,2.8,0.07,185,13,20,24,187,2012,"Calendar Year (Jan - Dec), 2012"
1292,PONGDAMLAKEATPONGVILLAGE,,2012,HIMACHALPRADESH,15,28,6,9.5,8.2,8.9,153,2150,0.3,1,0.08,1.67,,,,,2012,"Calendar Year (Jan - Dec), 2012"
1291,GOBINDSAGARLAKEATBILASPUR,,2012,HIMACHALPRADESH,9,21,7.4,10.8,8,8.4,132,259,0.2,0.5,0.23,0.96,46,170,240,920,2012,"Calendar Year (Jan - Dec), 2012"
2944,"JALMAHAL,JAIPUR",,2012,RAJASTHAN,17,33,1.3,7,7.7,9,860,2900,3.8,14.6,0.54,6,4,9,7,75,2012,"Calendar Year (Jan - Dec), 2012"
2943,"LODHATALAB,BANSWARA-DUNGARPURROAD,BANSWARA",,2012,RAJASTHAN,23,32,2.4,6.3,7.3,8.3,108,1510,1,5.6,0.08,0.98,3,9,4,75,2012,"Calendar Year (Jan - Dec), 2012"
2940,"GAPE-SAGARLAKE,DUNGARPUR",,2012,RAJASTHAN,18,27,4.1,5.2,7.6,8.3,450,790,0.8,2.8,0.02,1.14,4,9,9,75,2012,"Calendar Year (Jan - Dec), 2012"
2939,"LAKERAJSAMAND,RAJSAMAND-POINTNO.2,RAJSAMAND",,2012,RAJASTHAN,17,23,4.2,8.6,4.2,8.6,500,770,1,4.2,0.02,0.42,3,7,4,28,2012,"Calendar Year (Jan - Dec), 2012"
2938,"LAKERAJSAMAND,RAJSAMAND-POINTNO.1,RAJSAMAND",,2012,RAJASTHAN,16,24,4,8.3,7.4,8.7,510,900,1.1,4.9,0.08,0.54,3,7,4,28,2012,"Calendar Year (Jan - Dec), 2012"
2937,"LAKESILISERH,ALWAR",,2012,RAJASTHAN,16,32,4.3,6.8,7.4,8.7,190,830,0.7,1.9,0.16,0.74,3,7,4,21,2012,"Calendar Year (Jan - Dec), 2012"
2942,"LAKEJAISAMAND,SALUMBER,UDAIPUR,POINTNO.2",,2012,RAJASTHAN,19,27,5.7,6.8,7.5,8.9,510,690,0.5,2.5,0.14,0.84,3,7,4,28,2012,"Calendar Year (Jan - Dec), 2012"
1374,LOWERLAKEATBHOPALOUTLET,,2012,MADHYAPRADESH,20,31,3.3,20.5,7.1,9.2,259,891,2.4,20,0.44,9.37,2,8,40,1600,2012,"Calendar Year (Jan - Dec), 2012"
1466,MULTAITANKLAKEATVILLA.KHARIONBETUL-AMRAVATIROAD,,2012,MADHYAPRADESH,23,27,5.8,9.1,6.7,8.3,98,445,0.6,6,0,2.62,0,4,4,1600,2012,"Calendar Year (Jan - Dec), 2012"
2128,KHANDARIRESERVOIRWATEROFFTAKEPOINT,,2012,MADHYAPRADESH,19,26,1.1,7.7,7.2,7.7,324,540,0.9,2.8,0,0.86,6,6,4,210,2012,"Calendar Year (Jan - Dec), 2012"
2129,PERIATTANKJABALPUR,,2012,MADHYAPRADESH,18,27,6.8,7.8,7.2,8.1,277,812,1.1,3,0,1.34,,,4,240,2012,"Calendar Year (Jan - Dec), 2012"
2130,"MADHAVLAKE,SHIVPURI",,2012,MADHYAPRADESH,28,28,6.8,6.8,8.3,8.3,232,232,2.5,2.5,2.15,2.15,6,6,130,130,2012,"Calendar Year (Jan - Dec), 2012"
2131,YASHWANTSAGARATINDORE,,2012,MADHYAPRADESH,24,28,7.3,7.5,7.4,7.8,381,528,1.8,2.8,0.23,2.05,1,1,150,240,2012,"Calendar Year (Jan - Dec), 2012"
2132,BILAWALITALABATINDORE,,2012,MADHYAPRADESH,22,24,6.2,7.7,7,7.1,376,807,1.6,2.4,0.2,1.29,1,1,170,220,2012,"Calendar Year (Jan - Dec), 2012"
2133,SIRPURTALABATINDORE,,2012,MADHYAPRADESH,24,24,6.8,6.8,8,8,478,478,2,2,1.34,1.34,1,1,240,240,2012,"Calendar Year (Jan - Dec), 2012"
2941,"LAKEJAISAMAND,SALUMBER,UDAIPUR,POINTNO.1",,2012,RAJASTHAN,18,27,5.8,6.8,7.7,8.8,580,700,0.3,2.6,0.02,0.74,3,9,4,23,2012,"Calendar Year (Jan - Dec), 2012"
2936,"JAISAMANDLAKE,ALWAR",,2012,RAJASTHAN,17,32,4.9,5.5,7.5,8.8,210,460,1.4,2.5,0.16,0.54,3,14,4,93,2012,"Calendar Year (Jan - Dec), 2012"
2935,"LAKEJETSAGAR,BUNDI",,2012,RAJASTHAN,15,34,3.3,7,7.2,8.1,410,670,0.8,2.9,0.08,0.54,3,7,4,28,2012,"Calendar Year (Jan - Dec), 2012"
1716,"NAKKILAKE,MT.ABU",,2012,RAJASTHAN,11,22,3.8,7.6,7.1,9,260,470,0.8,2.9,0.3,0.48,3,7,4,20,2012,"Calendar Year (Jan - Dec), 2012"
1714,KAYALANAJHEELJODHPUR,,2012,RAJASTHAN,14,27,4,10.7,7.5,8.9,280,390,0.6,2.9,0.16,1.82,3,7,4,28,2012,"Calendar Year (Jan - Dec), 2012"
1481,FATEHSAGARLAKEATUDAIPURINTAKEPOINTOFPHED,,2012,RAJASTHAN,20,28,5.1,6,7.7,8.9,590,760,0.7,2.3,0.02,0.92,3,4,4,20,2012,"Calendar Year (Jan - Dec), 2012"
1414,PUSHKARLAKE,,2012,RAJASTHAN,17,20,2.1,6.4,7.2,8.2,16,750,1.7,14.8,0.14,1.1,4,14,9,150,2012,"Calendar Year (Jan - Dec), 2012"
1286,UDAISAGARLAKEATUDAIPUR(INTAKEPT.),,2012,RAJASTHAN,20,27,4.2,5.4,7.6,9.1,1260,2100,0.9,4.8,0.4,1.9,4,20,14,240,2012,"Calendar Year (Jan - Dec), 2012"
1285,PICHOLALAKEATUDAIPUR(WATERINTAKEPOINT),,2012,RAJASTHAN,20,27,4.7,5.6,7,8.6,500,790,0.9,2.1,0.08,0.8,3,9,4,75,2012,"Calendar Year (Jan - Dec), 2012"
1776,GARIACALCUTTA,,2012,WESTBENGAL,28,28,,,7.4,7.5,1164,1280,0.6,1,0.02,0.13,,,,,2012,"Calendar Year (Jan - Dec), 2012"
3163,"HITKASATAILINGDAM,RAJHARA",,2012,CHHATTISGARH,22,32,6,6.3,7.4,7.6,329,338,6.4,9,0.44,0.68,,,260,2400,2012,"Calendar Year (Jan - Dec), 2012"
3164,"NEHRUNAGARTALAB,BHILAI",,2012,CHHATTISGARH,25,31,6.1,6.7,6.4,7.4,174,358,2.3,24,0.4,1.63,,,360,460,2012,"Calendar Year (Jan - Dec), 2012"
3303,"RANITALAB,REWA",,2012,MADHYAPRADESH,21,38,6.3,7.3,7.3,7.7,0,1,1,2.8,1.83,4.22,2,7,21,300,2012,"Calendar Year (Jan - Dec), 2012"
2342,"NOORMD.KUNTA,KATTEDAN,RANGAREDDY",,2014,ANDHRAPRADESH,0,30,0,0,7.5,7.8,2352,2690,24,106,0,0,,,,,2014,"Calendar Year (Jan - Dec), 2014"
3301,MOTITALABATBALAGHAT,,2012,MADHYAPRADESH,18,25,6.4,8.3,7.2,8.6,136,532,1.2,4.8,0.1,0.86,5,5,14,450,2012,"Calendar Year (Jan - Dec), 2012"
3300,"RANITALTALAB,JABALPUR",,2012,MADHYAPRADESH,18,26,6.2,8.9,6.9,8.4,399,627,1.8,12,0.12,0.86,10,10,7,450,2012,"Calendar Year (Jan - Dec), 2012"
3299,HANUMANTALJABALPUR,,2012,MADHYAPRADESH,18,26,6.4,8.4,7.3,7.9,299,731,1.4,8,0,0.92,,,17,210,2012,"Calendar Year (Jan - Dec), 2012"
2141,JANUNIATALABNEARW/S,,2012,MADHYAPRADESH,20,27,5.8,11.5,7.4,8.3,222,1050,0.8,9.8,0.1,4.65,0,7,22,300,2012,"Calendar Year (Jan - Dec), 2012"
2140,"KERWADAMNEARRESTHOUSE,BPL",,2012,MADHYAPRADESH,21,30,4.2,9.5,7.2,8.7,159,966,0.5,12,0.42,5.92,0,2,11,90,2012,"Calendar Year (Jan - Dec), 2012"
2136,"SHAHPURALAKEATWEIRNEARAYUSHMANHOSPITAL,BHOPAL",,2012,MADHYAPRADESH,21,30,4.1,15.5,7.2,8.6,228,1244,1.4,16,0.1,4.12,0,140,60,1600,2012,"Calendar Year (Jan - Dec), 2012"
2135,GOVINDGARHTANK,,2012,MADHYAPRADESH,22,39,6.1,6.9,7.3,7.7,0,1,1.5,3.6,1.41,5.01,4,22,27,300,2012,"Calendar Year (Jan - Dec), 2012"
1977,CITYLAKEOFNADIAD,,2012,GUJARAT,26,30,6,35,8.3,9.2,1142,2110,0.4,14,0,0.36,2,26,29,40,2012,"Calendar Year (Jan - Dec), 2012"
1972,"NALSAROVARLAKE(SANAND),DIST.AHMEDABAD",,2012,GUJARAT,27,31,6,8.8,7.6,9.7,1200,9010,2,35,0,0.25,9,15,64,75,2012,"Calendar Year (Jan - Dec), 2012"
1346,SURSAGARLAKEATBARODA,,2012,GUJARAT,26,26,2.6,2.6,7.4,7.4,2330,2330,1.5,1.5,0.19,0.19,26,26,60,60,2012,"Calendar Year (Jan - Dec), 2012"
1345,"AJWAHLAKEATSRISAYAJISABVAR,BARODA",,2012,GUJARAT,26,26,7.3,7.3,8.6,8.6,279,279,1.3,1.3,0.06,0.06,4,4,11,11,2012,"Calendar Year (Jan - Dec), 2012"
3180,CURTORIMLAKE,,2012,GOA,28,33,2.5,6.4,6.1,7.4,47,151,1.7,16,0.02,0.25,180,6300,1100,14000,2012,"Calendar Year (Jan - Dec), 2012"
3179,SAIPEMLAKE,,2012,GOA,26,31,1.2,4.9,6.3,7.2,129,383,3.6,9,0.02,1.23,2300,9400,2400,24000,2012,"Calendar Year (Jan - Dec), 2012"
3178,RAIALAKE,,2012,GOA,29,34,3.6,6.5,6,7.1,69,86,1.5,2.4,0,0.31,200,2100,2,3300,2012,"Calendar Year (Jan - Dec), 2012"
3176,RUMDERLAKE,,2012,GOA,29,32,3.7,6.1,6.1,6.7,73,115,1.2,3.4,0.01,0.53,180,4600,4600,17000,2012,"Calendar Year (Jan - Dec), 2012"
2269,"MAYEMLAKE,BICHOLIM",,2012,GOA,27,33,6.1,9,5.5,8.4,1,65,1,31.8,0.02,0.98,180,1100,125,7900,2012,"Calendar Year (Jan - Dec), 2012"
1549,SALAULIMLAKEATSALAULIM-SANGUEM,,2012,GOA,29,35,6.4,7.8,5.9,7.9,36,73,0.2,2.6,0,2.2,11,7000,2,35000,2012,"Calendar Year (Jan - Dec), 2012"
3011,PULICATELAKEATTHIRUVALLUR,,2012,TAMILNADU,,,3.8,8.2,7.5,8.5,5950,58700,2,70,0.01,1.02,20,490,130,1700,2012,"Calendar Year (Jan - Dec), 2012"
3010,PORURLAKEATTHIRUVALLUR,,2012,TAMILNADU,25,35,6.4,8.9,7.8,9.5,428,1406,1,8,0.01,0.51,790,9200,1700,16000,2012,"Calendar Year (Jan - Dec), 2012"
3009,REDDHILLSATTHIRUVALLUR,,2012,TAMILNADU,,,5.2,8.8,7.9,8.9,465,1010,2,3,0.01,1.4,330,13000,490,33000,2012,"Calendar Year (Jan - Dec), 2012"
3008,POONDILAKEATTHIRUVALLUR,,2012,TAMILNADU,,,4.8,7.6,7.5,8.8,437,673,2,4,0.01,0.34,110,2200,230,9200,2012,"Calendar Year (Jan - Dec), 2012"
2227,"HORDAIPUKHURI,CHARAIDEW",,2012,ASSAM,19,28,5.2,7.5,6.2,7,20,35,1.8,3.2,0.1,0.15,0,0,360,730,2012,"Calendar Year (Jan - Dec), 2012"
3007,VEERANAMLAKEATCUDDALORE,,2012,TAMILNADU,26,36,5.3,8.5,7.7,9,505,1475,0.4,6.6,0.04,1.14,60,220,140,470,2012,"Calendar Year (Jan - Dec), 2012"
1452,"YERCAUDLAKE,SALEM",,2012,TAMILNADU,20,28,6.3,8.7,7.5,8.2,259,390,0.5,4.1,0.07,2.98,110,220,260,400,2012,"Calendar Year (Jan - Dec), 2012"
1421,UDHAGAMADALEMLAKE(OOTY),,2012,TAMILNADU,14,19,1.2,6.6,6.6,7.9,329,521,3.7,76,0.04,1,1100,900000000,2200,2000000000,2012,"Calendar Year (Jan - Dec), 2012"
1420,KODAIKANALLAKE,,2012,TAMILNADU,17,23,6.3,8,6.1,14,79,155,2,26,0.05,1.85,6,11,8,21,2012,"Calendar Year (Jan - Dec), 2012"
1783,"KISTAREDDYPETTANK,MEDAK",,2012,ANDHRAPRADESH,28,29,3.5,5.6,7,8.5,1648,22540,6,90,6,49,20,175,120,460,2012,"Calendar Year (Jan - Dec), 2012"
2850,"NINGTHEMPUKHURI,IMPHALEAST",,2012,MANIPUR,24,31,8.3,10.1,7.2,7.8,182,335,2.8,8,,,,,30,50,2012,"Calendar Year (Jan - Dec), 2012"
1388,ULSOORLAKETRAININGCENTREOFFISHBREEDING,,2012,KARNATAKA,26,33,7.6,8.7,7.1,8.8,373,708,3,21,4.1,50,500,1600,140,1600,2012,"Calendar Year (Jan - Dec), 2012"
3086,"SAKITANK,PATANCHERU,??RANGAREDDY",,2012,ANDHRAPRADESH,27,29,5.7,6.5,7.3,8.9,1084,2471,2,6,3,18,25,90,170,280,2012,"Calendar Year (Jan - Dec), 2012"
3085,"CHINNAWADDEPALLYTANK,??WARANGAL",,2012,ANDHRAPRADESH,26,35,0,4.9,7.2,8.4,34,3000,0.5,70,0,5.6,110,900,500,1600,2012,"Calendar Year (Jan - Dec), 2012"
3084,"WADDEPALLYTANK,KAZIPET,??WARANGAL",,2012,ANDHRAPRADESH,24,32,5,7.7,7.5,8.4,402,597,1.3,52,0,1.2,110,350,220,1600,2012,"Calendar Year (Jan - Dec), 2012"
3078,"PRAGATHINAGARCHERUVU,KUKATPALLY,??RANGAREDDY",,2012,ANDHRAPRADESH,28,30,3.2,5.4,7.4,8.2,1153,1510,20,52,0,2.9,170,300,350,1600,2012,"Calendar Year (Jan - Dec), 2012"
3077,"KAPRACHERUVU,KAPRA,??RANGAREDDY",,2012,ANDHRAPRADESH,20,29,3.2,7.4,6.9,8.2,1046,1858,11,59,0,2.7,90,350,220,1600,2012,"Calendar Year (Jan - Dec), 2012"
3076,"AMBERCHERUVU,KUKATPALLY,RANGAREDDY",,2012,ANDHRAPRADESH,22,29,1.8,8.1,7.2,8.1,1140,2820,27,76,0,9.2,110,300,350,1200,2012,"Calendar Year (Jan - Dec), 2012"
3075,"RANGADHAMUNICHERUVU,??RANGAREDDY",,2012,ANDHRAPRADESH,25,30,3.2,8.5,6.7,8.4,614,1921,20,121,0,13.6,110,500,900,1600,2012,"Calendar Year (Jan - Dec), 2012"
